File	Lemma	Sense_Id	ExampLineNo	Annotator1	WNOffset1	POS1	Annotator2	WNOffset2	POS2	FinalWNOffset
1800-jie-jin.xml	接近	2	21	10	00446553	adj	5	02671359	v	02671359
1800-jie-jin.xml	接近	3	34	10	02058306	v	4	02672137	v	02672137
1825-jie-he.xml	结合	1	8	11	00467564	v	8	00467564	v	00467564
1825-jie-he.xml	结合	1	9	5	02383029	v	9	00193830	v	02383029
1825-jie-he.xml	结合	1	10	11	02637244	v	8	00468364	v	00468364
1825-jie-he.xml	结合	1	11	8	02383029	v	9	02637244	v	02383029
1825-jie-he.xml	结合	1	12	5	00193830	v	13	00193830	v	00193830
1825-jie-he.xml	结合	1	13	9	02637244	v	8	02383029	v	02383029
1825-jie-he.xml	结合	3	39	7	02637244	v	10	02637244	v	02637244
1831-jie.xml	解	1	8	7	00590283	v	10	00590283	v	00590283
1831-jie.xml	解	2	21	10	00636568	v	4	00636568	v	00636568
1831-jie.xml	解	3	34	7	02006752	v	11	00735067	v	02006752
1834-jie-jue.xml	解决	2	19	4	06756201	n	11	00191632	n	00191632
1834-jie-jue.xml	解决	3	31	5	01104324	v	9	00636568	v	01104324
1841-jie.xml	界	1	8	11	01469607	v	4	01469607	v	01469607
1841-jie.xml	界	2	21	11	07983333	n	7	08257090	n	08257090
1842-jie.xml	借	1	8	4	02240906	v	10	02214718	v	02214718
1842-jie.xml	借	2	21	11	02329178	v	5	02329178	v	02329178
1842-jie.xml	借	3	34	13	02329178	v	7	02329022	v	02329022
1850-jie-shao.xml	介绍	1	8	11	06426492	v	5	07232009	v	06426492
1854-jin.xml	紧	1	8	9	02414122	adj	8	02414122	adj	02414122
1854-jin.xml	紧	1	9	7	00091262	adj	11	01513206	adj	01513206
1854-jin.xml	紧	2	22	10	00419690	v	4	02414122	adj	00419690
1854-jin.xml	紧	2	23	5	00504834	adj	11	02536600	adj	02536600
1854-jin.xml	紧	3	36	9	02414122	adj	7	00714525	adj	00714525
1854-jin.xml	紧	4	49	5	02430138	adj	9	01901166	adj	01901166
1863-jin-zhang.xml	紧张	1	8	8	02414473	adj	13	02414122	adj	02414122
1863-jin-zhang.xml	紧张	1	9	8	02414122	adj	9	01513206	adj	02414122
1863-jin-zhang.xml	紧张	2	22	5	00026146	v	10	02415704	adj	00026146
1863-jin-zhang.xml	紧张	2	23	11	02465209	adj	7	02465209	adj	02465209
1863-jin-zhang.xml	紧张	3	36	11	00192471	adv	5	01513206	adj	01513206
1863-jin-zhang.xml	紧张	3	37	5	01513206	adj	9	01518457	adj	01513206
1863-jin-zhang.xml	紧张	4	50	7	00017224	adj	11	01450193	adj	00017224
1863-jin-zhang.xml	紧张	4	51	8	05121671	n	10	00751340	adj	05121671
1866-jin.xml	进	1	8	8	02020375	v	11	02020375	v	02020375
1866-jin.xml	进	1	9	7	02020375	v	9	02020375	v	02020375
1866-jin.xml	进	1	10	11	02476750	v	5	02476750	v	02476750
1866-jin.xml	进	2	23	13	00342215	v	4	01996535	v	01996535
1866-jin.xml	进	2	24	11	00249545	v	5	00155355	v	00249545
1866-jin.xml	进	3	37	7	02211988	v	11	00504204	adv	02211988
1866-jin.xml	进	4	50	9	02215637	v	7	02214901	v	02215637
1866-jin.xml	进	4	51	4	02010723	v	13	02321848	v	02321848
1866-jin.xml	进	5	64	11	02020375	v	4	01114241	v	02020375
1866-jin.xml	进	5	66	5	01114241	v	13	01114241	v	01114241
1878-jin-xing.xml	进行	1	7	4	01999581	v	10	00240685	adv	01999581
1878-jin-xing.xml	进行	2	19	7	02690747	v	10	00250368	n	02690747
1878-jin-xing.xml	进行	3	31	4	01654835	v	11	02450374	v	02450374
1883-jin.xml	禁	1	8	10	00797525	v	7	00797525	v	00797525
1883-jin.xml	禁	1	9	9	00797525	v	7	02458316	v	00797525
1883-jin.xml	禁	2	22	9	01195161	v	8	00670017	v	01195161
1883-jin.xml	禁	3	35	5	02731589	v	9	01219234	v	02731589
1886-jin.xml	尽	1	8	4	01185870	v	9	01168409	v	01185870
1886-jin.xml	尽	2	21	9	02615799	v	7	02615799	v	02615799
1886-jin.xml	尽	3	34	11	02376902	v	7	02535833	v	02376902
1886-jin.xml	尽	4	47	8	02277044	adj	11	00008423	adv	02277044
1886-jin.xml	尽	4	48	10	00145758	adv	8	00008423	adv	00008423
1886-jin.xml	尽	5	61	10	00075174	v	8	00101873	adv	00101873
1898-jing.xml	精	2	21	9	02727475	adj	4	00432154	adv	00432154
1898-jing.xml	精	3	34	11	09568453	n	8	09506868	n	09568453
1912-jing-ji.xml	经济	1	8	8	00843751	adj	11	00843751	adj	00843751
1912-jing-ji.xml	经济	2	21	11	08383680	n	8	08383680	n	08383680
1933-jiu.xml	久	1	8	8	01440837	adj	13	01440837	adj	01440837
1933-jiu.xml	久	2	21	10	05058400	n	4	01440837	adj	01440837
1934-jiu.xml	救	1	8	13	02557529	v	4	02556565	v	02556565
1949-ju.xml	居	2	21	8	02655932	v	11	02655932	v	02655932
1949-ju.xml	居	2	22	11	02655932	v	4	02654741	v	02655932
1949-ju.xml	居	2	23	5	02655932	v	11	02655932	v	02655932
1955-ju.xml	举	1	8	11	00946279	v	7	02321848	v	00946279
1955-ju.xml	举	2	21	4	01219234	v	9	01458383	v	01458383
1955-ju.xml	举	3	34	7	00888984	v	13	01161188	v	00888984
1955-ju.xml	举	4	47	8	00171865	v	9	01161188	v	00171865
1955-ju.xml	举	5	60	9	00038116	n	8	00175261	n	00038116
1968-ju-ji.xml	聚集	1	8	7	02433771	v	9	01383303	v	02433771
1968-ju-ji.xml	聚集	1	9	4	02433771	v	11	02433771	v	02433771
1968-ju-ji.xml	聚集	1	10	10	02433771	v	4	02433771	v	02433771
1968-ju-ji.xml	聚集	2	24	9	02433771	v	8	02433771	v	02433771
1968-ju-ji.xml	聚集	2	25	9	01383303	v	4	01383303	v	01383303
1974-ju.xml	具	1	8	8	02638248	v	9	02208144	v	02638248
1980-juan.xml	捐	1	8	11	02267835	v	7	02267835	v	02267835
1994-jue.xml	绝	1	8	7	00932405	adj	10	01864781	v	01864781
1994-jue.xml	绝	2	21	13	00507765	adj	8	02368019	adj	02368019
1994-jue.xml	绝	3	34	8	00037329	adv	13	00007887	adv	00007887
1994-jue.xml	绝	4	47	9	04770905	n	4	01681111	adj	04770905
1999-kai.xml	开	1	8	11	02431018	v	5	02431018	v	02431018
1999-kai.xml	开	10	8	5	02431018	v	11	02431018	v	02431018
1999-kai.xml	开	11	8	10	02431018	v	8	02431018	v	02431018
1999-kai.xml	开	12	8	7	02431018	v	11	02431018	v	02431018
1999-kai.xml	开	13	8	8	02431018	v	9	02431950	v	02431018
1999-kai.xml	开	14	8	8	02431018	v	11	02431018	v	02431018
1999-kai.xml	开	15	8	8	02431018	v	11	02431018	v	02431018
1999-kai.xml	开	16	8	4	02431018	v	9	02431018	v	02431018
1999-kai.xml	开	17	8	5	02431018	v	11	02431018	v	02431018
1999-kai.xml	开	18	8	7	02431018	v	13	02431018	v	02431018
1999-kai.xml	开	2	8	8	02431018	v	13	02431018	v	02431018
1999-kai.xml	开	3	8	8	02431018	v	11	02431018	v	02431018
1999-kai.xml	开	4	8	8	02431018	v	9	01348685	v	02431018
1999-kai.xml	开	5	8	5	02431018	v	9	02431018	v	02431018
1999-kai.xml	开	6	8	7	02431018	v	10	02431018	v	02431018
1999-kai.xml	开	7	8	10	02431018	v	8	02431018	v	02431018
1999-kai.xml	开	8	8	10	02431018	v	4	02431018	v	02431018
1999-kai.xml	开	9	8	5	02431018	v	10	02431018	v	02431018
2006-kai-fang.xml	开放	1	7	4	00295007	v	11	00295007	v	00295007
2006-kai-fang.xml	开放	2	19	7	01348685	v	10	02431018	v	02431018
2006-kai-fang.xml	开放	3	31	7	02431018	v	9	01656822	adj	02431018
2006-kai-fang.xml	开放	4	43	4	01348685	v	11	02010453	adj	01348685
2006-kai-fang.xml	开放	4	44	4	01348685	v	10	01348685	v	01348685
2006-kai-fang.xml	开放	5	56	7	02332196	v	9	01348685	v	01348685
2006-kai-fang.xml	开放	6	69	10	02010453	adj	7	01348685	v	02010453
2006-kai-fang.xml	开放	7	81	11	00288364	adj	8	01992330	adj	00288364
2023-kai-shan.xml	开山	1	8	7	01312361	v	9	00540850	v	01312361
2037-kai-zhang.xml	开张	1	8	11	02431018	v	8	02431018	v	02431018
2039-kan.xml	刊	1	8	7	01749530	v	13	01749530	v	01749530
2039-kan.xml	刊	2	21	9	06609819	n	8	06601855	n	06609819
2047-kan.xml	看	1	8	11	02670312	v	5	02717862	v	02717862
2047-kan.xml	看	2	21	9	02134989	v	4	02133754	v	02134989
2047-kan.xml	看	2	22	8	02133754	v	11	02133754	v	02133754
2047-kan.xml	看	2	23	13	02134989	v	5	02460829	v	02460829
2047-kan.xml	看	2	24	13	02155378	v	7	02155378	v	02155378
2047-kan.xml	看	3	37	4	00692380	v	9	02134989	v	00692380
2047-kan.xml	看	4	50	10	02137900	v	7	00692380	v	02137900
2047-kan.xml	看	6	76	4	02625504	v	9	02155378	v	02155378
2070-kao.xml	考	1	9	9	02639962	v	7	00666401	v	00666401
2070-kao.xml	考	2	22	7	02537291	v	9	00788120	v	00788120
2070-kao.xml	考	3	35	10	00671888	v	5	00671888	v	00671888
2070-kao.xml	考	4	48	11	07211681	n	7	07211681	n	07211681
2076-kao.xml	靠	1	8	4	00714537	v	9	02670312	v	02670312
2076-kao.xml	靠	2	21	7	00446553	adj	13	00448955	adj	00446553
2076-kao.xml	靠	2	22	9	02717862	v	5	00411619	adv	00411619
2080-ke.xml	可	2	19	4	02596626	adj	13	00512273	adj	02596626
2080-ke.xml	可	3	31	4	02708690	v	13	02677669	v	02677669
2092-ke-yi.xml	可以	2	20	7	02427979	v	10	00001740	adj	02427979
2092-ke-yi.xml	可以	3	32	7	02088253	adj	9	02088253	adj	02088253
2092-ke-yi.xml	可以	4	44	8	00046739	adv	9	00089896	adv	00046739
2097-ke.xml	刻	1	8	13	01772551	v	7	01772551	v	01772551
2097-ke.xml	刻	2	21	13	15271664	n	8	15269461	n	15269461
2100-ken-ding.xml	肯定	1	8	4	02552164	v	10	00667804	v	02552164
2100-ken-ding.xml	肯定	2	21	11	00337729	adj	8	00337729	adj	00337729
2101-keng.xml	坑	1	8	5	02578034	v	10	02579332	v	02578034
2101-keng.xml	坑	2	21	11	09416001	n	8	09416001	n	09416001
2117-kua.xml	跨	1	9	7	00274382	adv	9	00274275	adv	00274382
2117-kua.xml	跨	1	10	5	02675266	v	13	01916702	v	01916702
2117-kua.xml	跨	1	11	5	01916152	v	10	02691213	v	02691213
2117-kua.xml	跨	4	50	9	00274382	adv	5	02736529	n	00274382
2122-kuai.xml	快	1	8	10	00979699	adj	5	00983053	adj	00979699
2122-kuai.xml	快	1	9	7	00086161	adv	10	00982888	adj	00086161
2122-kuai.xml	快	1	10	13	00086488	adv	7	00086161	adv	00086488
2122-kuai.xml	快	1	11	9	00642003	adj	8	00086161	adv	00086161
2122-kuai.xml	快	1	12	5	00982557	adj	10	00086161	adv	00086161
2122-kuai.xml	快	1	14	10	00106290	adv	4	00106290	adv	00106290
2122-kuai.xml	快	2	27	11	00034309	adv	8	00073433	adv	00034309
2122-kuai.xml	快	2	29	13	00086488	adv	7	01273596	adj	00086488
2122-kuai.xml	快	2	30	4	00034309	adv	11	00034309	adv	00034309
2122-kuai.xml	快	3	43	13	01151786	adj	5	01151786	adj	01151786
2122-kuai.xml	快	4	56	10	00460453	v	8	00460251	v	00460453
2122-kuai.xml	快	5	70	9	00073433	adv	4	00073433	adv	00073433
2127-kuan.xml	宽	1	8	4	02571278	adj	10	02710209	v	02571278
2127-kuan.xml	宽	1	9	9	02571278	adj	4	02571278	adj	02571278
2127-kuan.xml	宽	2	22	4	02571278	adj	10	02571278	adj	02571278
2127-kuan.xml	宽	3	35	11	04837153	n	4	00505233	adj	04837153
2136-kui.xml	亏	1	8	11	02293733	v	5	02293733	v	02293733
2136-kui.xml	亏	1	9	5	00068346	n	11	05170512	n	05170512
2144-kuo-jian.xml	扩建	1	8	4	00542243	v	11	00542243	v	00542243
2158-lai.xml	来	1	7	9	01853188	v	4	01853188	v	01853188
2158-lai.xml	来	14	163	9	00007414	adv	5	00007414	adv	00007414
2158-lai.xml	来	2	19	7	00342572	v	11	02009962	v	00342572
2158-lai.xml	来	3	31	11	02618403	v	4	00342572	v	02618403
2158-lai.xml	来	4	43	11	02566500	v	7	02528887	v	02528887
2158-lai.xml	来	5	55	10	00747485	v	8	01182648	v	00747485
2158-lai.xml	来	6	67	7	01033289	v	10	01033289	v	01033289
2158-lai.xml	来	8	91	4	01853188	v	10	01853188	v	01853188
2189-li.xml	离	1	8	5	02013448	v	9	02575716	adj	02013448
2189-li.xml	离	2	22	8	00236984	adv	11	00236984	adv	00236984
2189-li.xml	离	3	36	4	00788558	adj	11	02638434	v	00788558
2204-li-yong.xml	利用	1	7	13	01161188	v	7	01161188	v	01161188
2204-li-yong.xml	利用	2	19	9	01161188	v	4	01161188	v	01161188
2204-li-yong.xml	利用	3	31	9	02262575	v	5	01161188	v	01161188
2206-li.xml	立	1	9	4	01620211	v	10	01635953	v	01635953
2206-li.xml	立	1	10	8	00667394	v	13	00667394	v	00667394
2206-li.xml	立	1	11	8	01759660	v	9	02329474	v	01759660
2206-li.xml	立	3	37	10	01548893	v	5	02617408	v	02617408
2213-li.xml	力	1	8	8	00327717	adv	13	00512569	adj	00327717
2213-li.xml	力	2	21	5	01210099	n	9	00787849	n	00787849
2213-li.xml	力	3	34	11	05036872	n	7	05042508	n	05036872
2221-lian-he.xml	联合	1	8	8	02609063	v	13	02628315	v	02609063
2221-lian-he.xml	联合	1	9	13	02722040	adv	7	02475598	adv	02475598
2221-lian-he.xml	联合	2	22	7	02118964	adj	10	13934166	n	02118964
2221-lian-he.xml	联合	3	35	9	08249977	n	4	14441799	n	14441799
2228-lian-xi.xml	联系	1	8	11	00745330	v	5	00040035	n	00745330
2228-lian-xi.xml	联系	1	9	8	07293990	n	10	00040035	n	07293990
2228-lian-xi.xml	联系	2	22	4	00715072	v	13	00715072	v	00715072
2228-lian-xi.xml	联系	2	23	13	00715072	v	5	02681865	v	00715072
2255-liao-jie.xml	了解	1	8	13	00595732	v	4	00595732	v	00595732
2255-liao-jie.xml	了解	1	9	5	00596016	v	9	00596016	v	00596016
2255-liao-jie.xml	了解	1	10	4	05813483	n	11	05813483	n	05813483
2255-liao-jie.xml	了解	2	23	10	00590283	v	5	00595732	v	00595732
2258-lie.xml	列	1	8	5	02399325	v	10	00661773	v	00661773
2258-lie.xml	列	2	21	9	01421158	adj	5	02477646	v	02477646
2258-lie.xml	列	2	22	7	02477646	v	11	02639021	v	02639021
2258-lie.xml	列	3	36	8	08447160	n	9	06492991	n	06492991
2258-lie.xml	列	4	49	10	02709399	v	5	02709399	v	02709399
2281-ling.xml	领	1	8	13	02214901	v	5	01020361	v	02214901
2281-ling.xml	领	2	21	5	02003830	v	10	02003830	v	02003830
2281-ling.xml	领	3	34	13	03072185	n	7	03072185	n	03072185
2289-ling.xml	令	1	8	8	00120124	v	11	00772482	v	00772482
2289-ling.xml	令	2	21	4	00748704	v	13	00753573	v	00748704
2291-liu.xml	留	1	8	9	00117793	v	7	01861378	v	01861378
2291-liu.xml	留	1	9	9	00117793	v	8	01861378	v	01861378
2291-liu.xml	留	2	22	4	02230274	v	9	02270824	v	02230274
2291-liu.xml	留	3	35	11	02733337	v	7	01861378	v	02733337
2291-liu.xml	留	4	48	10	00615374	v	8	00615374	v	00615374
2296-liu.xml	流	1	8	10	02070867	v	5	07366790	n	02070867
2296-liu.xml	流	1	9	5	01544585	v	13	02070867	v	01544585
2296-liu.xml	流	2	22	10	11463628	n	7	07420493	n	07420493
2296-liu.xml	流	3	35	7	08256729	n	9	14451564	n	14451564
2311-long.xml	隆	1	8	9	01455372	adj	7	00311168	v	00311168
2316-lu.xml	露	1	8	13	02144506	v	7	02144017	v	02144017
2326-lyu.xml	率	1	8	11	02003830	v	8	02445109	v	02445109
2333-lun.xml	论	1	8	7	01036184	v	9	01036184	v	01036184
2333-lun.xml	论	2	21	10	00949109	v	5	00920843	v	00920843
2333-lun.xml	论	3	34	13	05998364	n	7	05998364	n	05998364
2358-mai.xml	卖	1	8	4	02247246	v	10	02247246	v	02247246
2358-mai.xml	卖	1	9	8	02247246	v	10	02247246	v	02247246
2358-mai.xml	卖	1	10	8	02247246	v	9	02247246	v	02247246
2358-mai.xml	卖	2	23	13	02543073	v	8	02543073	v	02543073
2359-mai-dao.xml	卖到	1	8	9	02247246	v	4	02351405	v	02247246
2359-mai-dao.xml	卖到	1	9	9	02247246	v	4	02247246	v	02247246
2359-mai-dao.xml	卖到	3	35	7	02010848	v	10	02247246	v	02010848
2368-man.xml	满	1	8	5	00453467	v	9	01088332	adj	00453467
2368-man.xml	满	2	21	5	02010848	v	9	02010848	v	02010848
2368-man.xml	满	2	22	8	00137425	adj	13	02615799	v	02615799
2368-man.xml	满	3	35	4	00591490	adj	10	00592037	adj	00591490
2368-man.xml	满	4	48	13	01086845	adj	8	00516809	adj	01086845
2368-man.xml	满	5	61	10	00019243	adv	4	00019243	adv	00019243
2374-man.xml	慢	1	8	9	00162829	adv	7	00162829	adv	00162829
2374-man.xml	慢	2	21	8	01907298	adj	11	02001894	v	02001894
2381-mei.xml	没	1	8	11	00024432	adv	8	00024432	adv	00024432
2381-mei.xml	没	1	9	4	02276242	adj	9	02276242	adj	02276242
2381-mei.xml	没	2	22	10	00024432	adv	5	00024432	adv	00024432
2383-mei-you.xml	没有	1	9	9	00024432	adv	4	02638434	v	02638434
2383-mei-you.xml	没有	1	10	13	02638434	v	8	02276242	adj	02276242
2383-mei-you.xml	没有	2	23	8	00024946	adv	9	00024432	adv	00024432
2404-mi-qie.xml	密切	1	8	8	00453543	adj	11	00161858	adv	00453543
2404-mi-qie.xml	密切	2	21	10	00453543	adj	4	00453543	adj	00453543
2404-mi-qie.xml	密切	2	22	5	00453543	adj	11	00453543	adj	00453543
2404-mi-qie.xml	密切	2	23	5	00453543	adj	11	00161858	adv	00161858
2404-mi-qie.xml	密切	3	36	9	00161639	adv	7	00507682	adv	00507682
2424-ming.xml	明	1	8	10	00279417	adj	7	00279417	adj	00279417
2424-ming.xml	明	2	21	8	00128838	adj	13	00128838	adj	00128838
2424-ming.xml	明	3	34	7	08173291	n	9	08173291	n	08173291
2424-ming.xml	明	4	47	13	00369214	adv	8	00369214	adv	00369214
2424-ming.xml	明	5	60	13	00440649	adj	4	00440447	adj	00440447
2455-na.xml	拿	1	9	5	02081903	v	10	01219234	v	02081903
2455-na.xml	拿	1	10	13	02081903	v	5	02081903	v	02081903
2455-na.xml	拿	2	23	4	02242867	v	13	02215637	v	02215637
2455-na.xml	拿	2	24	9	02215637	v	5	02215637	v	02215637
2455-na.xml	拿	3	39	5	01496967	v	9	01496967	v	01496967
2455-na.xml	拿	3	40	13	01161188	v	4	01216829	v	01161188
2471-neng.xml	能	1	8	10	00001740	adj	5	00001740	adj	00001740
2471-neng.xml	能	1	9	10	00001740	adj	7	00001740	adj	00001740
2471-neng.xml	能	1	11	4	01826770	adj	9	01458383	v	01826770
2471-neng.xml	能	2	24	4	00511975	adj	10	00512273	adj	00511975
2471-neng.xml	能	3	37	9	00001740	adj	8	00001740	adj	00001740
2501-pa.xml	爬	1	8	8	01925957	v	9	01925957	v	01925957
2501-pa.xml	爬	2	21	4	01889838	v	13	01889838	v	01889838
2501-pa.xml	爬	2	22	11	01925957	v	7	00018151	v	00018151
2501-pa.xml	爬	2	23	7	01987278	v	11	01987278	v	01987278
2504-pa.xml	怕	1	8	13	00078253	adj	4	01784021	v	01784021
2504-pa.xml	怕	1	9	4	01784548	v	13	00078253	adj	01784548
2504-pa.xml	怕	2	22	7	00546213	adj	9	00078253	adj	00078253
2508-pai.xml	排	1	8	13	00659723	v	4	00661773	v	00659723
2508-pai.xml	排	1	9	10	00661773	v	7	00661773	v	00661773
2508-pai.xml	排	2	22	11	01379697	v	5	00104622	v	00104622
2508-pai.xml	排	3	35	9	00680201	v	5	00796643	v	00680201
2508-pai.xml	排	4	48	10	00617464	v	7	00617464	v	00617464
2508-pai.xml	排	5	61	5	08448447	n	9	08448447	n	08448447
2508-pai.xml	排	6	74	5	01727101	v	11	01727101	v	01727101
2508-pai.xml	排	7	87	9	08448447	n	8	08448447	n	08448447
2521-pai.xml	派	1	8	13	01955339	v	5	01955339	v	01955339
2521-pai.xml	派	1	9	11	02396945	v	5	01955339	v	02396945
2521-pai.xml	派	2	22	11	08273889	n	8	08257554	n	08273889
2536-pan.xml	判	1	8	10	00908688	v	5	00908688	v	00908688
2536-pan.xml	判	1	10	4	00908688	v	9	00908688	v	00908688
2536-pan.xml	判	1	11	11	00908688	v	7	00908688	v	00908688
2536-pan.xml	判	2	24	9	00674196	v	8	00672179	v	00674196
2536-pan.xml	判	3	37	4	00659399	v	13	00659399	v	00659399
2544-pao.xml	跑	1	8	5	01930264	v	9	01930264	v	01930264
2544-pao.xml	跑	2	21	5	01161188	v	13	02448714	v	02448714
2544-pao.xml	跑	3	34	11	02458770	v	5	00813037	v	00813037
2544-pao.xml	跑	4	47	8	01528454	v	9	02448714	v	01528454
2550-pei-yu.xml	培育	1	8	8	01746607	v	11	01746607	v	01746607
2550-pei-yu.xml	培育	1	9	5	01743695	v	11	01746607	v	01743695
2550-pei-yu.xml	培育	2	22	8	00604693	v	9	00910304	v	00604693
2550-pei-yu.xml	培育	2	23	5	02560130	v	9	01875972	v	02560130
2550-pei-yu.xml	培育	3	36	7	02393545	v	11	00910304	v	02393545
2557-pei-he.xml	配合	1	9	10	02421408	v	7	02421408	v	02421408
2557-pei-he.xml	配合	1	10	11	02421408	v	4	02421408	v	02421408
2557-pei-he.xml	配合	1	11	5	02421408	v	13	02442752	v	02442752
2557-pei-he.xml	配合	1	12	9	02717862	v	4	00300361	v	00300361
2557-pei-he.xml	配合	1	13	9	02442752	v	7	02421408	v	02421408
2557-pei-he.xml	配合	1	14	7	00457695	v	9	02708690	v	02708690
2557-pei-he.xml	配合	1	15	10	02421408	v	7	02421408	v	02421408
2557-pei-he.xml	配合	1	16	4	00300361	v	13	02442752	v	00300361
2557-pei-he.xml	配合	2	29	4	02722040	v	10	00150596	v	00150596
2557-pei-he.xml	配合	2	30	5	00483824	v	9	02708690	v	00483824
2572-pi.xml	批	1	8	13	00808164	v	8	00804987	v	00808164
2572-pi.xml	批	1	9	5	00804987	v	13	00808164	v	00808164
2572-pi.xml	批	2	22	10	13352213	n	4	13306642	n	13352213
2572-pi.xml	批	3	35	9	01098508	v	7	00828170	v	01098508
2573-pi-ping.xml	批评	1	8	5	00828170	v	11	00828170	v	00828170
2573-pi-ping.xml	批评	1	9	10	00828170	v	4	00828170	v	00828170
2573-pi-ping.xml	批评	1	10	7	00828170	v	10	00828170	v	00828170
2573-pi-ping.xml	批评	1	11	7	01098508	v	11	00828170	v	00828170
2573-pi-ping.xml	批评	2	24	10	06723485	n	5	06723485	n	06723485
2574-pi-zhun.xml	批准	1	8	7	02479404	v	10	00808164	v	00808164
2574-pi-zhun.xml	批准	1	9	4	00808164	v	10	00808164	v	00808164
2574-pi-zhun.xml	批准	1	10	4	02484743	v	11	02479404	v	02484743
2574-pi-zhun.xml	批准	1	11	13	00808164	v	5	00675902	v	00808164
2574-pi-zhun.xml	批准	2	24	5	01217882	n	10	01217882	n	01217882
2574-pi-zhun.xml	批准	2	25	4	01688794	v	11	06702042	n	06702042
2601-ping.xml	平	1	9	9	00912628	adj	5	02244586	adj	02244586
2601-ping.xml	平	1	10	4	00464691	v	9	00453467	v	00464691
2601-ping.xml	平	1	11	11	00357303	v	8	00913184	adj	00357303
2601-ping.xml	平	2	24	10	01117608	v	4	00417630	v	01117608
2601-ping.xml	平	3	37	8	00531862	adj	13	00959321	adj	00531862
2601-ping.xml	平	4	50	7	00895536	adj	11	00894463	adj	00895536
2601-ping.xml	平	5	64	8	00107446	adv	11	00107446	adv	00107446
2610-ping-jing.xml	平静	2	22	8	00531862	adj	11	01767681	v	01767681
2610-ping-jing.xml	平静	2	23	5	00531862	adj	9	01768652	v	00531862
2610-ping-jing.xml	平静	3	36	8	01929162	adj	11	01745141	adj	01745141
2610-ping-jing.xml	平静	4	49	7	13992548	n	11	14563126	n	13992548
2616-ping.xml	凭	1	8	7	02669926	v	13	00714537	v	02669926
2616-ping.xml	凭	2	21	8	05832256	n	13	05833063	n	05832256
2616-ping.xml	凭	3	34	13	02042202	v	5	01592928	v	02042202
2627-po.xml	破	1	8	10	01109275	v	7	01109275	v	01109275
2627-po.xml	破	2	21	8	01576346	v	9	00289948	adj	01576346
2627-po.xml	破	2	22	10	02593481	adj	8	02593481	adj	02593481
2632-po-huai.xml	破坏	1	8	7	01566925	v	13	02549304	v	01566925
2632-po-huai.xml	破坏	1	9	11	02549304	v	5	02549304	v	02549304
2639-po.xml	迫	1	8	10	02510211	v	7	02512195	v	02512195
2639-po.xml	迫	1	9	11	02510211	v	7	02510211	v	02510211
2639-po.xml	迫	2	22	8	00450348	adj	13	00717023	adj	00717023
2645-pu.xml	铺	1	8	7	01269662	v	9	01269662	v	01269662
2645-pu.xml	铺	2	21	9	01269662	v	7	02086937	v	02086937
2673-qi.xml	起	1	9	4	02375741	v	11	02375741	v	02375741
2673-qi.xml	起	10	131	11	01630816	v	5	01028104	v	01028104
2673-qi.xml	起	2	22	10	02614382	v	7	02614382	v	02614382
2673-qi.xml	起	2	23	11	02685037	v	8	02614382	v	02614382
2673-qi.xml	起	2	25	4	02614858	v	13	00346415	v	02614858
2673-qi.xml	起	3	38	8	01658171	v	9	01030757	v	01658171
2673-qi.xml	起	4	51	5	01898157	v	10	02630344	v	02630344
2673-qi.xml	起	6	77	5	00523272	adj	10	00096883	adv	00523272
2698-qian.xml	迁	1	8	9	01860612	v	8	01860612	v	01860612
2698-qian.xml	迁	1	9	11	01839438	v	8	01859592	v	01859592
2698-qian.xml	迁	1	10	4	01854282	v	11	01854282	v	01854282
2725-qian-ze.xml	谴责	1	8	10	00865823	v	8	00865823	v	00865823
2725-qian-ze.xml	谴责	1	9	4	00865823	v	10	00865823	v	00865823
2740-qiang.xml	抢	1	8	10	02309628	v	5	01442364	v	01442364
2740-qiang.xml	抢	2	21	13	02556841	v	8	00460453	v	02556841
2740-qiang.xml	抢	4	47	8	01074673	v	13	00460453	v	01074673
2740-qiang.xml	抢	5	60	8	02326371	v	10	02326371	v	02326371
2753-qie.xml	切	1	8	9	00664465	adj	8	01555301	v	01555301
2753-qie.xml	切	2	21	11	00814485	adj	4	00716816	adj	00814485
2753-qie.xml	切	3	34	10	01212916	v	4	01212242	v	01212916
2768-qing.xml	轻	1	8	4	01189951	adj	10	01189951	adj	01189951
2768-qing.xml	轻	2	22	7	00618547	v	13	01189951	adj	00618547
2768-qing.xml	轻	3	36	4	01194536	adj	10	01725636	adj	01725636
2768-qing.xml	轻	4	49	4	00148912	adv	10	00148912	adv	00148912
2768-qing.xml	轻	6	76	7	01196589	adj	11	01196589	adj	01196589
2768-qing.xml	轻	7	89	4	01928626	adj	10	01194536	adj	01194536
2768-qing.xml	轻	8	102	13	00504939	adv	4	00181765	adv	00181765
2771-qing.xml	倾	1	8	13	01160888	v	8	00888984	v	00888984
2775-qing.xml	清	1	8	10	00433163	adj	8	00433163	adj	00433163
2775-qing.xml	清	2	21	5	07988029	n	9	08174304	n	08174304
2775-qing.xml	清	3	34	11	00183387	adv	8	00183387	adv	00183387
2775-qing.xml	清	3	35	11	00701368	adj	7	00429900	adj	00701368
2775-qing.xml	清	4	48	9	02080847	adj	4	02443615	adj	02443615
2778-qing-chu.xml	清楚	1	8	13	00429900	adj	4	00429900	adj	00429900
